Country,Happiness Rank,Happiness Score,Corruption,Human Development Index,Life Expectancy at Birth,Mean Years of Schooling,GDP Per Capita,Inequality in eduation,Gender Inequality Index,"Maternal Mortality Ratio (deaths per 100,000 live births)",Carbon dioxide emissions per capita (production) (tonnes),Year
Austria,9,7.294199944,0.499954879,0.913,81.5036,12.25669003,51574.18306,2.52241,0.052,5,6.732425105,2020
Luxembourg,10,7.237500191,0.367084295,0.924,81.4335,13.01519217,80285.84238,4.71707,0.051,5,13.05892539,2020
Canada,11,7.23210001,0.390843362,0.931,82.0471,13.83442722,45038.07302,2.521,0.07,10,14.19693746,2020
Australia,12,7.222799778,0.41516912,0.947,84.3239,12.72681999,47078.24446,3.056569899,0.074,6,15.36837971,2020
United Kingdom,13,7.164500237,0.435915917,0.924,80.4345,13.4061203,42374.7622,2.84785,0.1,7,4.854886819,2020
Israel,14,7.128600121,0.78085506,0.917,82.3598,13.3448664,39015.07545,6.272,0.084,3,6.510389017,2020
Costa Rica,15,7.121399879,0.786332428,0.816,79.277,8.804059982,18753.91088,11.57677,0.259,27,1.552260862,2020
Ireland,16,7.093699932,0.357184172,0.943,82.4699,11.58222303,67735.8762,3.39666,0.073,5,6.753775883,2020
Germany,17,7.075799942,0.456422031,0.944,81.1472,14.09096691,53077.54364,2.6632,0.077,7,7.690141865,2020
United States of America of America,18,6.939599991,0.699715316,0.92,77.4144,13.68342972,61461.64197,2.745849765,0.178,19,14.23786361,2020
Belgium,20,6.863500118,0.612297952,0.928,80.7884,12.37567997,49391.99684,5.87561,0.048,5,7.226205719,2020
United Arab Emirates,21,6.790800095,0.594502211,0.912,78.9457,12.69402981,63016.40122,12.63435527,0.05,3,15.19333592,2020
Malta,22,6.772799969,0.658547282,0.911,83.3545,12.21026039,35645.06549,5.19238,0.167,6,3.612105729,2020
France,23,6.663799763,0.583521128,0.898,82.2104,11.61005974,43047.83087,7.72173,0.084,8,4.23807293,2020
Mexico,24,6.465000153,0.806821585,0.756,70.1328,9.221050262,17234.78062,13.48795481,0.317,33,2.76863785,2020
Uruguay,26,6.440100193,0.635994136,0.821,78.4298,8.982549667,20441.92913,6.54951,0.242,17,1.681218748,2020
Saudi Arabia,27,6.406499863,0.682619512,0.87,76.2392,11.31052971,45232.21124,18.11940114,0.244,17,17.96720336,2020
Spain,28,6.400899887,0.765859902,0.899,82.2892,10.60540009,36515.96007,15.73379,0.056,4,4.468313378,2020
Guatemala,29,6.398900032,0.783237457,0.635,71.7969,5.681300163,8241.444361,34.95493,0.485,95,1.05706389,2020
Italy,30,6.38740015,0.873404682,0.889,82.3953,10.7401104,39900.63273,10.05442,0.055,2,5.02491109,2020
Singapore,31,6.377099991,0.109784193,0.939,82.861,11.92488003,81035.0282,10.00732115,0.04,8,7.777989731,2020
Brazil,32,6.375599861,0.770601273,0.758,74.0089,8.128813955,13790.71143,15.65257,0.395,60,2.198836949,2020
Slovenia,33,6.363399982,0.817071021,0.913,80.4409,12.80368042,36992.83331,2.05965,0.069,7,6.042989257,2020
El Salvador,34,6.34829998,0.754319906,0.672,71.0609,7.150929928,7558.531908,23.7938081,0.365,46,0.944111387,2020
Panama,36,6.304800034,0.851588905,0.801,76.657,10.54059029,23694.26665,11.37222672,0.395,52,2.498280904,2020
Slovakia,37,6.280600071,0.918096125,0.857,77.0054,12.91141987,29801.09302,1.74792,0.184,5,5.628647446,2020
Uzbekistan,38,6.257599831,0.501497388,0.721,70.3309,11.89558983,7512.022906,0.550110115,0.229,29,3.369793419,2020
Chile,39,6.228499889,0.838239431,0.852,79.3769,10.9349663,22285.86026,11.73821662,0.21,13,4.24621503,2020
Bahrain,40,6.227300167,0.7393471,0.877,79.1735,11.04658985,39030.38571,12.56789221,0.185,14,20.54572969,2020
Lithuania,41,6.215499878,0.809583843,0.879,75.0676,13.49810028,36076.54329,3.57741,0.107,8,5.069079734,2020
Poland,43,6.186299801,0.686927021,0.876,76.9424,13.1647501,31164.47794,4.45925,0.11,2,7.9159743,2020
Colombia,44,6.163400173,0.86457181,0.756,74.7692,8.862859726,13184.95894,14.64929,0.425,83,1.751176049,2020
Cyprus,45,6.15899992,0.856271744,0.894,81.3905,12.44017029,36519.29668,9.5209,0.104,6,5.380504059,2020
Nicaragua,46,6.13710022,0.665950119,0.654,71.7954,7.144,5137.138341,25.79903661,0.429,98,0.76589307,2020
Romania,47,6.123700142,0.934300244,0.824,75.3456,11.27511978,28358.50064,5.43438,0.277,19,3.715362722,2020
Kuwait,48,6.102099895,0.760849059,0.822,76.9198,7.328022618,52967.77768,22.10817735,0.204,12,20.82510746,2020
Mauritius,49,6.101299763,0.805343091,0.804,74.3306,10.42791048,21194.67865,21.91298205,0.348,61,3.129029823,2020
Kazakhstan,50,6.057899952,0.764490843,0.814,70.0304,12.34756189,23325.00389,3.16666,0.164,10,15.51581435,2020
Estonia,51,6.021800041,0.623073816,0.892,78.3431,13.54843044,35131.82128,2.02737,0.095,9,7.879475476,2020
Philippines,52,6.006000042,0.733634114,0.71,72.1191,8.969099998,8558.594619,10.0958,0.421,121,1.241254444,2020
Hungary,53,6.000400066,0.892916501,0.849,75.7297,12.24958992,30487.04684,2.86309,0.231,12,4.99728219,2020
Thailand,54,5.998799801,0.886272311,0.802,79.2739,8.697119713,16803.76572,16.84539,0.335,37,3.692920935,2020
Argentina,55,5.974699974,0.842009842,0.84,75.8921,11.14726927,19178.33184,5.78729,0.293,39,3.473291552,2020
Honduras,56,5.953199863,0.801131904,0.621,71.4619,7.088479996,4792.024122,21.61233,0.448,65,0.975263329,2020
Latvia,57,5.949999809,0.795580089,0.871,75.4526,13.25271988,31101.79957,2.22774,0.149,19,3.590715291,2020
Ecuador,58,5.925199986,0.801215112,0.731,72.1535,8.817119598,10031.66906,13.3739,0.366,59,1.753199871,2020
Portugal,59,5.910900116,0.892629504,0.863,81.0545,9.575940132,31636.80056,13.05276,0.069,8,3.960866197,2020
Jamaica,60,5.889800072,0.888890028,0.713,71.8686,9.154628661,8474.815687,6.51579,0.336,80,2.508977035,2020
South Korea,61,5.872399807,0.789067447,0.922,83.6089,12.51293027,42698.12802,8.836042338,0.07,11,11.65622391,2020
Japan,62,5.870800018,0.654558063,0.923,84.6879,13.36610034,41487.05103,4.511,0.082,5,8.149938667,2020
Peru,63,5.796800137,0.893714964,0.762,73.6655,9.885518863,10916.70628,14.32733,0.409,88,1.355886751,2020
Serbia,64,5.77820015,0.843509018,0.804,75.4057,11.36987019,17665.40411,7.19484,0.129,12,4.936885477,2020
Bolivia,65,5.747499943,0.822606206,0.694,64.4667,9.827750206,7756.177294,16.54294,0.425,155,1.773319863,2020
Pakistan,66,5.69329977,0.745705426,0.543,66.2695,4.536330223,4467.236365,43.52795,0.535,140,1.062756182,2020
Paraguay,67,5.692100048,0.834788501,0.73,73.1816,8.861840248,12015.54396,13.15316,0.446,84,1.061291226,2020
Dominican Republic,68,5.689199924,0.755999923,0.764,72.8894,9.306864107,16164.89952,15.04513,0.434,95,2.559875589,2020
Bosnia and Herzegovina,69,5.674099922,0.933769107,0.781,76.2254,10.53631973,14381.63676,14.78890508,0.138,10,6.528247977,2020
Moldova,70,5.607500076,0.913314283,0.766,70.1665,11.82159042,12822.36442,2.570094084,0.228,19,1.275891722,2020
Tajikistan,71,5.555699825,0.592076063,0.664,67.9942,11.3333938,4244.329789,6.03825,0.287,17,0.990569475,2020
Montenegro,72,5.54610014,0.783121586,0.826,76.2575,12.17648306,18546.1188,7.81501,0.126,6,3.677798193,2020
Kyrgyzstan,74,5.541500092,0.888396084,0.689,69.6291,11.37410556,4494.5007,3.36425,0.386,60,1.763865121,2020
Belarus,75,5.539899826,0.63571167,0.807,72.5132,12.14358044,18307.70473,2.77203,0.104,2,6.07931383,2020
Greece,77,5.514999866,0.859931409,0.886,80.9092,11.40853024,26680.88796,11.73784,0.119,3,5.01149663,2020
Croatia,79,5.504700184,0.916495264,0.855,77.9845,12.19108434,27185.25054,4.24197,0.095,8,4.136637154,2020
Mongolia,81,5.456200123,0.863511205,0.745,72.141,9.423700333,10626.79022,11.88363,0.315,45,26.97802818,2020
Malaysia,82,5.384300232,0.839302301,0.806,75.9378,10.64505959,25940.44402,12.06360206,0.223,29,8.422647483,2020
Indonesia,84,5.285600185,0.876296401,0.709,68.8077,8.556509972,11141.56832,17.25001669,0.447,177,2.155208427,2020
Ivory Coast,85,5.233300209,0.790771961,0.551,59.0318,5.199138977,5026.387169,45.60904,0.619,617,0.381780097,2020
Benin,86,5.21600008,0.740532577,0.524,60.088,4.304786445,3288.470605,43.69355,0.609,397,0.552890326,2020
Maldives,87,5.197599888,0.824211061,0.734,79.8747,7.322,11773.26598,29.31948,0.351,53,3.32350373,2020
Azerbaijan,89,5.164800167,0.55253756,0.73,66.8679,10.5429697,13567.9371,3.56506161,0.301,26,3.720272365,2020
Ghana,91,5.147999763,0.847964764,0.632,64.114,8.329886695,5601.428197,35.10167,0.535,308,0.514959318,2020
Nepal,92,5.137199879,0.738099158,0.604,69.2456,5.121792742,3844.117012,41.0992,0.454,186,0.582002668,2020
Turkey,93,5.131800175,0.748197377,0.833,75.85,8.63313961,28317.43532,13.64287582,0.277,17,4.657320907,2020
China,94,5.123899937,0.7539711,0.764,78.0766,7.600118446,16201.35297,11.68,0.197,29,7.411735759,2020
Turkmenistan,95,5.119100094,0.883691847,0.741,68.687,11.26139,12595.1235,2.94467,0.179,7,12.49132843,2020
Bulgaria,96,5.101500034,0.935585141,0.802,73.6453,11.41318035,22020.49393,5.93179,0.204,10,5.388845994,2020
Morocco,97,5.094799995,0.815724611,0.679,73.9199,5.916,6881.631266,41.87093,0.433,70,1.74845085,2020
Cameroon,98,5.084899902,0.851336598,0.578,60.8328,6.151311543,3586.252712,31.71699,0.566,529,0.259524431,2020
Venezuela,99,5.053199768,0.837038398,0.695,71.0949,11.10727736,4908.065,8.67058997,0.492,125,2.975442345,2020
Algeria,100,5.005099773,0.735485137,0.736,74.4528,8.069284397,10530.29914,33.28262,0.44,112,3.534590875,2020
Senegal,101,4.980800152,0.808785141,0.513,68.0064,2.937938258,3239.619854,47.1353,0.532,315,0.624178545,2020
Guinea,102,4.949299812,0.761794448,0.466,59.3273,2.202125952,2440.015962,50.12411,0.622,576,0.258436989,2020
Niger,103,4.909599781,0.722530186,0.401,61.4506,2.116717299,1270.065047,34.96483,0.631,509,0.069832068,2020
Albania,105,4.882699966,0.896303713,0.794,76.9893,11.28645502,12996.76291,12.33344,0.156,15,1.575753953,2020
Cambodia,106,4.848400116,0.822769046,0.596,70.416,5.088,4032.751435,27.30485,0.466,160,0.916659614,2020
Bangladesh,107,4.832799911,0.661843538,0.655,71.9678,7.379059792,5108.160545,37.31177,0.531,173,0.563737615,2020
Gabon,108,4.829299927,0.849150956,0.71,66.5305,9.436,13414.57302,23.47992,0.55,252,1.931138222,2020
South Africa,109,4.814099789,0.843423843,0.727,65.2522,11.37316036,12449.67104,17.29413,0.408,119,7.620419537,2020
Iraq,110,4.784800053,0.82226181,0.679,69.1228,7.905593489,9663.007644,29.74591,0.564,79,5.241572172,2020
Lebanon,111,4.771500111,0.90225625,0.726,77.8038,8.718636,11201.42116,6.177,0.433,29,3.804777564,2020
Burkina Faso,112,4.768700123,0.739795029,0.449,59.7306,2.114962259,2038.513202,39.15279412,0.621,320,0.189903275,2020
Gambia,113,4.750599861,0.690717816,0.501,62.6125,4.637487411,2118.782628,47.00005,0.612,597,0.206859196,2020
Mali,114,4.729300022,0.839328408,0.427,58.6331,2.31,2131.591455,43.85965,0.613,562,0.167400521,2020
Nigeria,115,4.724100113,0.861874342,0.535,52.887,7.181074153,4739.674805,40.41507,0.68,917,0.608631271,2020
Armenia,116,4.676799774,0.773544788,0.757,72.173,11.33030033,12454.14508,2.93495,0.239,26,1.987788379,2020
Georgia,117,4.672599792,0.665944695,0.802,72.7653,12.82221985,13329.53028,2.784805013,0.271,25,2.498792354,2020
Iran,118,4.672399998,0.714635968,0.777,74.832,10.63645314,12624.41241,4.984428444,0.465,16,8.870210046,2020
Jordan,119,4.633399963,0.700344324,0.723,75.1843,10.44668007,9788.721555,15.44186,0.475,46,2.497997184,2020
Mozambique,120,4.623600006,0.683019102,0.453,61.1722,3.197641838,1206.852988,40.5314308,0.538,289,0.210232236,2020
Kenya,121,4.583000183,0.831499159,0.578,62.6755,6.652,4266.967466,22.89552,0.507,342,0.300273588,2020
Namibia,122,4.571100235,0.851449788,0.633,62.829,7.192013277,8710.512156,25.01567,0.445,195,1.525913011,2020
Ukraine,123,4.56069994,0.920636714,0.775,72.5726,11.13142043,12718.46051,3.59926,0.198,19,4.891161661,2020
Liberia,124,4.557899952,0.856375933,0.48,60.9476,5.082,1267.657717,42.11968,0.65,661,0.199498545,2020
Uganda,126,4.43200016,0.836737812,0.524,62.8513,5.730941566,2138.005821,27.91438,0.53,375,0.106954357,2020
Chad,127,4.422699928,0.802760839,0.397,52.7774,2.57377421,1420.670363,42.9329,0.688,1140,0.055540457,2020
Tunisia,128,4.392199993,0.867590249,0.737,75.2923,7.431598614,10046.07161,30.70285,0.264,43,2.379863502,2020
Mauritania,129,4.374599934,0.746223509,0.556,64.5321,4.918804891,5038.816043,43.98689,0.632,766,0.726332991,2020
Sri Lanka,130,4.327000141,0.859001756,0.78,76.3929,10.82730007,12208.46787,11.99693,0.384,36,0.985665463,2020
Myanmar,133,4.308000088,0.645124316,0.6,66.797,6.37680006,4723.195885,26.85272,0.491,250,0.667627891,2020
Togo,135,4.187200069,0.757733464,0.535,61.035,5.016807367,2112.526748,37.72766,0.58,396,0.264726786,2020
Ethiopia,136,4.186200142,0.753690004,0.498,65.3705,3.201520681,2279.637186,42.77036,0.526,401,0.127560389,2020
Madagascar,137,4.165599823,0.817485631,0.501,65.182,5.120468534,1419.679656,29.34582,0.554,335,0.132880633,2020
Egypt,138,4.151400089,0.787726879,0.734,70.9905,9.573026174,11581.07981,36.94291,0.445,37,2.085874268,2020
Sierra Leone,139,3.926399946,0.861330688,0.475,59.7632,4.576081285,1604.380084,47.50289,0.634,1120,0.109965133,2020
Burundi,140,3.775300026,0.606934547,0.426,61.5663,3.129266883,735.7371044,39.48821,0.506,548,0.050642582,2020
Zambia,141,3.759399891,0.801289678,0.57,62.3803,7.187091494,3178.619722,20.43572,0.535,213,0.3575346,2020
Haiti,142,3.720799923,0.684767246,0.54,64.0518,5.554,2939.863103,37.33677,0.636,480,0.256039713,2020
Lesotho,143,3.652800083,0.857392073,0.521,54.6933,6.010184707,2676.630183,19.55712,0.557,544,1.019209252,2020
India,144,3.573299885,0.772042692,0.642,70.1499,6.655109195,6107.493949,36.87573,0.493,133,1.769409088,2020
Malawi,145,3.538000107,0.731700778,0.516,63.7167,4.489695385,1475.38654,28.00731,0.555,349,0.072922295,2020
Yemen,146,3.527400017,0.800287724,0.46,64.6501,3.2,1370.601082,46.13765,0.784,164,0.327509951,2020
Botswana,147,3.478899956,0.777930915,0.713,65.6471,10.34,14696.02701,23.27683,0.469,144,2.772080776,2020
Tanzania,148,3.476200104,0.619799435,0.548,66.4077,6.37289871,2615.736839,26.96013,0.56,524,0.183121172,2020
Central African Republic,149,3.475899935,0.891806662,0.407,54.6042,4.334,974.4816457,35.19785,0.69,829,0.038906639,2020
Rwanda,150,3.312299967,0.183541179,0.532,66.7741,4.425292358,2051.532402,27.35907,0.388,248,0.079731518,2020
Zimbabwe,151,3.299200058,0.81023699,0.6,61.1242,8.710908501,3654.289051,14.60503,0.533,458,0.708561788,2020
South Sudan,152,2.816600084,0.763417304,0.386,55.4801,5.726140022,750.108,39.55255,0.597,1150,0.105344736,2020
Afghanistan,153,2.566900015,0.933686554,0.483,62.5751,2.854717589,1997.852149,45.36517,0.674,638,0.312376488,2020
Finland,1,7.842,0.186,0.94,82.0381,12.87362003,49452.16672,2.41555,0.033,3,7.090703013,2021
Denmark,2,7.62,0.179,0.948,81.3753,12.96049023,60364.78595,2.50376,0.013,4,4.522442415,2021
Switzerland,3,7.571,0.292,0.962,83.9872,13.85966015,66933.00454,2.01457,0.018,5,3.731913422,2021
Iceland,4,7.554,0.673,0.959,82.6782,13.76716995,55782.04981,2.20077,0.043,4,8.603839493,2021
Netherlands,5,7.464,0.338,0.941,81.6873,12.58162975,55979.411,4.86674,0.025,5,8.059593325,2021
Norway,6,7.392,0.27,0.961,83.2339,13.00362968,64660.10622,2.3324,0.016,2,7.615046075,2021
Sweden,7,7.363,0.237,0.947,82.9833,12.60972023,54489.37401,3.8679,0.023,4,3.825506114,2021
Luxembourg,8,7.324,0.386,0.93,82.6287,13.01519217,84649.47467,4.71707,0.044,5,13.05892539,2021
New Zealand,9,7.277,0.242,0.937,82.4513,12.94468975,44057.31394,1.840131778,0.088,9,6.941846236,2021
Austria,10,7.268,0.481,0.916,81.5797,12.25669003,53618.67138,2.52241,0.053,5,6.732425105,2021
Australia,11,7.183,0.442,0.951,84.5265,12.72681999,49238.43335,3.056569899,0.073,6,15.36837971,2021
Israel,12,7.157,0.753,0.919,82.255,13.3448664,41523.74319,6.272,0.083,3,6.510389017,2021
Germany,13,7.155,0.46,0.942,80.6301,14.09096691,54534.21682,2.6632,0.073,7,7.690141865,2021
Canada,14,7.103,0.415,0.936,82.6565,13.83442722,46807.98619,2.521,0.069,10,14.19693746,2021
Ireland,15,7.085,0.363,0.945,81.9976,11.58222303,76168.98443,3.39666,0.074,5,6.753775883,2021
Costa Rica,16,7.069,0.809,0.809,77.0232,8.804059982,19974.27358,11.57677,0.256,27,1.552260862,2021
United Kingdom,17,7.064,0.459,0.929,80.7422,13.4061203,45224.76564,2.84785,0.098,7,4.854886819,2021
United States of America,19,6.951,0.698,0.921,77.1982,13.68342972,64765.21509,2.745849765,0.179,19,14.23786361,2021
Belgium,20,6.834,0.646,0.937,81.8787,12.37567997,52293.39977,5.87561,0.048,5,7.226205719,2021
France,21,6.69,0.571,0.903,82.4988,11.61005974,45937.05273,7.72173,0.083,8,4.23807293,2021
Bahrain,22,6.647,0.722,0.875,78.7605,11.04658985,39497.24788,12.56789221,0.181,14,20.54572969,2021
Malta,23,6.602,0.653,0.918,83.7769,12.21026039,38884.45623,5.19238,0.167,6,3.612105729,2021
United Arab Emirates,25,6.561,0.589,0.911,78.7104,12.69402981,62573.59181,12.63435527,0.049,3,15.19333592,2021
Saudi Arabia,26,6.494,0.684,0.875,76.936,11.31052971,46111.55135,18.11940114,0.247,17,17.96720336,2021
Spain,27,6.491,0.745,0.905,83.01,10.60540009,38353.60164,15.73379,0.057,4,4.468313378,2021
Italy,28,6.483,0.866,0.895,82.8502,10.7401104,42839.51441,10.05442,0.056,2,5.02491109,2021
Slovenia,29,6.461,0.806,0.918,80.6904,12.80368042,39746.01987,2.05965,0.071,7,6.042989257,2021
Guatemala,30,6.435,0.775,0.627,69.2368,5.681300163,8723.285317,34.95493,0.481,95,1.05706389,2021
Uruguay,31,6.431,0.59,0.809,75.4356,8.982549667,21268.88122,6.54951,0.235,17,1.681218748,2021
Singapore,32,6.377,0.082,0.939,82.7545,11.92488003,90918.64471,10.00732115,0.04,8,7.777989731,2021
Slovakia,34,6.331,0.911,0.848,74.9101,12.91141987,30690.48552,1.74792,0.18,5,5.628647446,2021
Brazil,35,6.33,0.756,0.754,72.7504,8.128813955,14369.88848,15.65257,0.39,60,2.198836949,2021
Mexico,36,6.317,0.799,0.758,70.2127,9.221050262,17896.29498,13.48795481,0.309,33,2.76863785,2021
Jamaica,37,6.309,0.884,0.709,70.5003,9.154628661,8834.47567,6.51579,0.335,80,2.508977035,2021
Lithuania,38,6.255,0.826,0.875,73.7201,13.49810028,37931.30359,3.57741,0.105,8,5.069079734,2021
Cyprus,39,6.223,0.844,0.896,81.2033,12.44017029,38188.42152,9.5209,0.123,6,5.380504059,2021
Estonia,40,6.189,0.527,0.89,77.1436,13.54843044,38048.26372,2.02737,0.1,9,7.879475476,2021
Panama,41,6.18,0.856,0.805,76.2233,10.54059029,26956.83707,11.37222672,0.392,52,2.498280904,2021
Uzbekistan,42,6.179,0.515,0.727,70.8616,11.89558983,7916.785725,0.550110115,0.227,29,3.369793419,2021
Chile,43,6.172,0.83,0.855,78.9435,10.9349663,24563.24486,11.73821662,0.187,13,4.24621503,2021
Poland,44,6.166,0.735,0.876,76.4572,13.1647501,33033.96081,4.45925,0.109,2,7.9159743,2021
Kazakhstan,45,6.152,0.733,0.811,69.3622,12.34756189,23942.81837,3.16666,0.161,10,15.51581435,2021
Romania,46,6.14,0.938,0.821,74.1847,11.27511978,30027.29131,5.43438,0.282,19,3.715362722,2021
Kuwait,47,6.106,0.736,0.831,78.6729,7.328022618,52919.76137,22.10817735,0.305,12,20.82510746,2021
Serbia,48,6.078,0.835,0.802,74.1923,11.36987019,19123.02747,7.19484,0.131,12,4.936885477,2021
El Salvador,49,6.061,0.688,0.675,70.7479,7.150929928,8295.665889,23.7938081,0.376,46,0.944111387,2021
Mauritius,50,6.049,0.789,0.802,73.5552,10.42791048,22025.34631,21.91298205,0.347,61,3.129029823,2021
Latvia,51,6.032,0.8,0.863,73.5786,13.25271988,32803.23423,2.22774,0.151,19,3.590715291,2021
Colombia,52,6.012,0.841,0.752,72.8296,8.862859726,14384.35666,14.64929,0.424,83,1.751176049,2021
Hungary,53,5.992,0.876,0.846,74.5301,12.24958992,32789.01063,2.86309,0.221,12,4.99728219,2021
Thailand,54,5.985,0.895,0.8,78.7154,8.697119713,17030.15352,16.84539,0.333,37,3.692920935,2021
Nicaragua,55,5.972,0.664,0.667,73.8368,7.144,5624.793595,25.79903661,0.424,98,0.76589307,2021
Japan,56,5.94,0.638,0.925,84.7839,13.36610034,42274.29134,4.511,0.083,5,8.149938667,2021
Argentina,57,5.929,0.834,0.842,75.3899,11.14726927,20925.26814,5.78729,0.287,39,3.473291552,2021
Portugal,57,5.929,0.887,0.866,81.0443,9.575940132,33154.53343,13.05276,0.067,8,3.960866197,2021
Honduras,59,5.919,0.809,0.621,70.1229,7.088479996,5297.955301,21.61233,0.431,65,0.975263329,2021
Croatia,60,5.882,0.939,0.858,77.5804,12.19108434,30132.28814,4.24197,0.093,8,4.136637154,2021
Philippines,61,5.88,0.742,0.699,69.2664,8.969099998,8920.428468,10.0958,0.419,121,1.241254444,2021
South Korea,62,5.845,0.727,0.925,83.6978,12.51293027,44500.93187,8.836042338,0.067,11,11.65622391,2021
Peru,63,5.84,0.891,0.762,72.3769,9.885518863,12245.89366,14.32733,0.38,88,1.355886751,2021
Bosnia and Herzegovina,64,5.813,0.931,0.78,75.3003,10.53631973,15241.91465,14.78890508,0.136,10,6.528247977,2021
Moldova,65,5.766,0.918,0.767,68.8459,11.82159042,14875.33189,2.570094084,0.205,19,1.275891722,2021
Ecuador,66,5.764,0.843,0.74,73.67,8.817119598,10311.63273,13.3739,0.362,59,1.753199871,2021
Kyrgyzstan,67,5.744,0.908,0.692,69.9774,11.37410556,4566.303831,3.36425,0.37,60,1.763865121,2021
Greece,68,5.723,0.823,0.887,80.1106,11.40853024,29002.48545,11.73784,0.119,3,5.01149663,2021
Bolivia,69,5.716,0.839,0.692,63.6304,9.827750206,8111.190194,16.54294,0.418,155,1.773319863,2021
Mongolia,70,5.677,0.856,0.739,70.9754,9.423700333,10588.22532,11.88363,0.313,45,26.97802818,2021
Paraguay,71,5.653,0.882,0.717,70.2617,8.861840248,12349.286,13.15316,0.445,84,1.061291226,2021
Montenegro,72,5.581,0.812,0.832,76.3426,12.17648306,20838.80129,7.81501,0.119,6,3.677798193,2021
Dominican Republic,73,5.545,0.714,0.767,72.6146,9.306864107,17989.60037,15.04513,0.429,95,2.559875589,2021
Belarus,75,5.534,0.627,0.808,72.438,12.14358044,18848.96704,2.77203,0.104,2,6.07931383,2021
Tajikistan,78,5.466,0.553,0.685,71.5942,11.3333938,4547.742427,6.03825,0.285,17,0.990569475,2021
Malaysia,81,5.384,0.839,0.803,74.8839,10.64505959,26657.94355,12.06360206,0.228,29,8.422647483,2021
Indonesia,82,5.345,0.867,0.705,67.5703,8.556509972,11466.06836,17.25001669,0.444,177,2.155208427,2021
China,84,5.339,0.755,0.768,78.2107,7.600118446,17504.39969,11.68,0.192,29,7.411735759,2021
Ivory Coast,85,5.306,0.794,0.55,58.5983,5.199138977,5217.448516,45.60904,0.613,617,0.381780097,2021
Armenia,86,5.283,0.629,0.759,72.0431,11.33030033,13157.9939,2.93495,0.216,26,1.987788379,2021
Nepal,87,5.269,0.727,0.602,68.4495,5.121792742,3877.315444,41.0992,0.452,186,0.582002668,2021
Bulgaria,88,5.266,0.932,0.795,71.798,11.41318035,23078.95595,5.93179,0.21,10,5.388845994,2021
Maldives,89,5.198,0.825,0.747,79.9182,7.322,15448.12788,29.31948,0.348,53,3.32350373,2021
Azerbaijan,90,5.171,0.506,0.745,69.3658,10.5429697,14256.74456,3.56506161,0.294,26,3.720272365,2021
Cameroon,91,5.142,0.848,0.576,60.3334,6.15131,3620.932408,31.71699,0.565,529,0.259524431,2021
Senegal,92,5.132,0.801,0.511,67.0926,2.937938258,3344.311825,47.1353,0.53,315,0.624178545,2021
Albania,93,5.117,0.901,0.796,76.4626,11.28645502,14131.11039,12.33344,0.144,15,1.575753953,2021
North Macedonia,94,5.101,0.905,0.77,73.8415,10.22815037,15917.75283,8.36817,0.134,7,3.430253041,2021
Ghana,95,5.088,0.848,0.632,63.7954,8.329886695,5744.504017,35.10167,0.529,308,0.514959318,2021
Niger,96,5.074,0.693,0.4,61.5763,2.116717299,1239.866936,34.96483,0.611,509,0.069832068,2021
Turkmenistan,97,5.066,0.888,0.745,69.2644,11.26139,13020.7155,2.94467,0.177,7,12.49132843,2021
Gambia,98,5.051,0.746,0.5,62.083,4.637487411,2172.207664,47.00005,0.611,597,0.206859196,2021
Benin,99,5.045,0.661,0.525,59.821,4.304786445,3408.965923,43.69355,0.602,397,0.552890326,2021
Bangladesh,101,5.025,0.682,0.661,72.3811,7.379059792,5472.104781,37.31177,0.53,173,0.563737615,2021
Guinea,102,4.984,0.766,0.465,58.8922,2.202125952,2480.887182,50.12411,0.621,576,0.258436989,2021
South Africa,103,4.956,0.86,0.713,62.341,11.37316036,12948.37325,17.29413,0.405,119,7.620419537,2021
Turkey,104,4.948,0.776,0.838,76.0324,8.63313961,31032.80106,13.64287582,0.272,17,4.657320907,2021
Pakistan,105,4.934,0.787,0.544,66.0979,4.536330223,4623.70543,43.52795,0.534,140,1.062756182,2021
Morocco,106,4.918,0.801,0.683,74.0419,5.916,7302.81917,41.87093,0.425,70,1.74845085,2021
Venezuela,107,4.892,0.827,0.691,70.5536,11.10727736,4810.882621,8.67058997,0.492,125,2.975442345,2021
Georgia,108,4.891,0.655,0.802,71.694,12.82221985,14664.16825,2.784805013,0.28,25,2.498792354,2021
Algeria,109,4.887,0.752,0.745,76.3767,8.069284397,10800.22546,33.28262,0.499,112,3.534590875,2021
Ukraine,110,4.875,0.924,0.773,71.624,11.13142043,13255.50977,3.59926,0.2,19,4.891161661,2021
Iraq,111,4.854,0.875,0.686,70.3779,7.905593489,9977.249073,29.74591,0.558,79,5.241572172,2021
Gabon,112,4.852,0.84,0.706,65.821,9.436,13366.93455,23.47992,0.541,252,1.931138222,2021
Burkina Faso,113,4.834,0.748,0.449,59.2696,2.114962259,2117.915916,39.15279412,0.621,320,0.189903275,2021
Cambodia,114,4.83,0.843,0.593,69.5835,5.088,4078.697154,27.30485,0.461,160,0.916659614,2021
Mozambique,115,4.794,0.684,0.446,59.3247,3.197641838,1198.073924,40.5314308,0.537,289,0.210232236,2021
Nigeria,116,4.759,0.878,0.535,52.676,7.181074153,4790.284425,40.41507,0.68,917,0.608631271,2021
Mali,117,4.723,0.827,0.428,58.9414,2.31,2132.629443,43.85965,0.613,562,0.167400521,2021
